sample_num,timestamp_ms,acc_x(g),acc_y(g),acc_z(g),gyro_x(LSB),gyro_y(LSB),gyro_z(LSB)
44,4389,0.224870,-1.019312,1.619091,2131.42,3022.37,-104.08
45,4489,0.223802,-1.013721,1.620028,2223.44,2984.39,282.94
46,4589,0.221741,-1.007870,1.621483,2052.45,2184.40,385.95
47,4699,0.218451,-1.004233,1.617226,1385.44,1160.39,428.94
48,4799,0.224883,-1.003871,1.620914,2124.43,2405.38,99.93
49,4899,0.235971,-1.005485,1.623060,2575.43,3058.38,202.93
50,4999,0.235160,-1.001858,1.625177,2813.43,3726.38,318.93
1,0,0.040225,-0.148350,1.095283,2062.43,2356.38,65.93
2,99,0.075532,-0.276058,1.174571,2112.42,2269.37,153.92
3,199,0.101607,-0.385599,1.243760,2386.43,2068.38,481.93
4,299,0.127286,-0.476805,1.303101,2784.42,2140.37,477.92
5,399,0.165007,-0.552407,1.357057,3507.43,2082.38,170.93
6,499,0.169751,-0.617237,1.403542,5073.42,1684.37,848.92
7,599,0.181235,-0.669192,1.452759,3874.43,2421.38,261.93
8,699,0.184882,-0.698724,1.459474,2328.44,3276.39,187.94
9,799,0.163096,-0.726702,1.464889,3323.41,4917.36,-276.09
10,899,0.157854,-0.759564,1.508072,4600.44,-1416.61,407.94
11,1009,0.165136,-0.764353,1.499074,7385.43,1075.38,491.93
12,1109,0.159185,-0.735977,1.503547,3577.42,4766.37,-1223.08
13,1209,0.152406,-0.739103,1.531922,3444.44,1359.39,-894.06
14,1309,0.203149,-0.735608,1.558623,3642.42,5250.37,680.92
15,1419,0.197393,-0.738717,1.642293,15242.43,4246.38,-2606.07
16,1519,0.178584,-0.657954,1.645572,13881.44,735.39,-3133.06
17,1619,0.150437,-0.568725,1.587256,510.43,5043.38,-1931.07
18,1719,0.109997,-0.546347,1.522619,-3662.56,12318.39,72.94
19,1829,0.094483,-0.558985,1.446857,-7795.57,6599.38,-3324.07
20,1929,0.085269,-0.608912,1.416555,-9409.57,2789.38,-5790.07
21,2029,0.054934,-0.655415,1.412495,-8379.56,3052.39,-1978.06
22,2139,0.005693,-0.703987,1.417871,-5863.57,-503.62,-2011.07
23,2239,0.001173,-0.760215,1.443405,-5846.57,-972.62,-450.07
24,2339,0.004692,-0.821669,1.467984,-4545.56,-999.61,-1200.06
25,2439,-0.002661,-0.883810,1.492539,-2811.55,-227.60,-981.05
26,2539,-0.007777,-0.942087,1.511158,-15.55,-1190.60,-167.05
27,2649,0.005142,-1.002132,1.530244,3344.45,-1433.60,-99.05
28,2749,0.030112,-1.050277,1.539197,5814.45,235.40,-939.05
29,2849,0.060822,-1.081845,1.553106,3199.44,1774.39,516.94
30,2949,0.143101,-1.067991,1.541272,11415.44,-5621.61,-792.06
31,3059,0.146718,-1.076485,1.545184,6220.44,-1781.61,422.94
32,3159,0.156696,-1.083851,1.561930,4949.45,-898.60,35.95
33,3259,0.169224,-1.079419,1.568841,5128.45,-1772.60,72.95
34,3359,0.177546,-1.078636,1.591707,5653.44,1945.39,-393.06
35,3469,0.197365,-1.053068,1.592118,6004.45,1807.40,488.95
36,3569,0.224484,-1.029413,1.605908,3978.45,1827.40,550.95
37,3669,0.240100,-1.004601,1.605489,1807.44,2358.39,107.94
38,3769,0.247221,-0.989534,1.610535,1517.45,2361.40,79.95
39,3879,0.252725,-0.973340,1.614439,2392.45,2046.40,430.95
40,3979,0.258485,-0.963310,1.614810,2161.47,1943.42,702.97
41,4079,0.266199,-0.953815,1.614375,2161.45,1874.40,834.95
42,4189,0.273983,-0.943931,1.618179,1759.44,2587.39,297.94
43,4289,0.275821,-0.936481,1.621395,1984.45,2047.40,831.95
44,4389,0.282748,-0.930864,1.622919,2114.44,2068.39,747.94
45,4489,0.292298,-0.921786,1.624618,1619.45,2383.40,643.95
46,4589,0.297303,-0.919398,1.625275,1226.44,2332.39,341.94
47,4699,0.297454,-0.920738,1.624441,1397.42,2585.37,175.92
48,4799,0.295936,-0.923066,1.624611,1861.44,2376.39,228.94
49,4899,0.297209,-0.923380,1.625214,1955.44,2089.39,514.94
50,4999,0.295397,-0.923334,1.625397,1674.44,2269.39,344.94
1,0,0.031472,-0.150364,1.095027,2068.43,2246.38,290.93
